ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
ஒதுக்கியுள்ளது	V_VM_VF	B-VGF	oVwukku,V,PRESENT,sg,3,n,RP-PRP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்தத்	DM_DMR	B-NP	inwa,ADJ,,,,,	{RP}
தொகையின்	N_NN	I-NP	woVkE,N,inY-GEN,,,,	o
மூலம்	PSP	B-BLK	mUlam,N,,,,,	o
தமிழத்தில்	N_NNP	B-NP	wamilYYawwil,unk,,,,,,	o
தற்போது	RB	B-VGNF	warYpowu,ADV,,,,,	o
நிலவுகிற	V_VM_VNF_RP	I-VGNF	nilavu,V,PRESENT,,,,RP	o
வரலாறு	N_NN	B-NP	varalArYu,N,,,,,	{MCL}
காணாத	RP_NEG	B-NEGP	kAN,V,,,,,neg_rp-NEG	o
வறட்சிக்கு	N_NN	B-NP	varYatci,N,kku-DAT,,,,	{/RP}
எந்த	DM_DMQ	B-BLK	eVnwa,ADJ,,,,,	o
வகையிலும்	N_NN	B-NP	vakE,N,il-LOC,,,,	o
நிவாரணம்	N_NN	B-NP	nivAraNam,N,,,,,	o
வழங்க	V_VM_VNF_INF	B-VGNF	valYYafku,V,,,,,INF	o
முடியாது	RP_NEG	I-VGNF	muti,V,,,,,NEG	{/MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	o

தமிழகத்தில்	N_NNP	B-NP	wamilYYakam,N,il-LOC,,,,	{NF}
வாழும்	V_VM_VNF_RP	B-VGNF	vAlYY,V,FUTURE,,,,RP	o
விவசாயிகளின்	N_NN	B-NP	vivacAyi,N,inY-GEN,pl,,,	o
வாழ்வாதாரமே	N_NN	I-NP	vAlYYvAwAram,N,,pl,,,	o
கேள்விக்குறியானதையொட்டி	N_NN	I-NP	kelYvikkurYiyAnYawEyoVtti,unk,,,,,,	o
,	RD_PUNC	I-NP	&comma;,punc,,,,,	o
பல்வேறு	JJ	B-NP	palverYu,ADJ,,,,,	o
கோரிக்கைகளை	N_NN	I-NP	korikkE,N,E-ACC,pl,,,	o
வலியுறுத்தி	V_VM_VNF_VBN	B-VGNF	valiyurYuwwu,V,,,,,VBP	{/NF}
கடந்த	JJ	B-NP	katanwa,ADJ,,,,,	{MCL}
15	QT_QTC	I-NP	15,num,,,,,,	o
நாள்களாக	RB	B-RBP	nAlY,N,,pl,,,	o
தில்லி	N_NNP	B-NP	willi,N,,,,,	o
ஜந்தர்மந்தரில்	N_NN	I-NP	janwarmanwar,N,il-LOC,,,,	o
விவசாய	N_NN	B-NP	vivacAya,ADJ,,,,,	o
சங்கங்களின்	N_NN	I-NP	cafkam,N,inY-GEN,pl,,,	o
தலைவர்	N_NN	I-NP	walEvar,N,,,,mf,	o
வி.	N_NNP	B-NP	vi.,unk,,,,,,	o
அய்யாக்கண்ணு	N_NNP	B-NP	ayyAkkaNNu,N,,,,m,	o
தலைமையில்	N_NN	I-NP	walEmE,N,il-LOC,,,,	o
இரவு	N_NN	B-NP	iravu,N,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
பகல்	N_NN	B-NP	pakal,N,,,,,	o
பாராமல்	RP_NEG	B-NEGP	pArAmal,unk,,,,,,	o
தொடர்	N_NN	B-NP	woVtar,N,,,,,	o
போராட்டம்	N_NN	I-NP	porAttam,N,,,,,	o
நடைபெற்று	V_VM_VNF_VBN	B-VGF	natEpeVrYu,V,,,,,VBP	o
வருகிறது	V_VM_VF	I-VGF	vA,V,PRESENT,sg,3,n,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்நிலையில்	N_NN	B-NP	innilE,N,il-LOC,,,,	{COM}
தமிழக	N_NNP	B-NP	wamilYYaka,ADJ,,,,,	o
விவசாய	N_NN	I-NP	vivacAya,ADJ,,,,,	o
சங்கங்களின்	N_NN	I-NP	cafkam,N,inY-GEN,pl,,,	o
கூட்டமைப்பின்	N_NN	I-NP	kUttamEppu,N,inY-GEN,,,,	o
சார்பில்	N_NN	I-NP	cArpu,N,il-LOC,,,,	o
ஏப்ரல்	N_NNP	B-NP	epral,N,,,,,	o
3-இல்	QT_QTC	B-NP	3,num,il-loc,sg,,,	o
பொது	N_NN	B-NP	poVwu,N,,,,,	o
வேலை	N_NN	I-NP	velE,N,,,,,	o
நிறுத்தம்	N_NN	I-NP	nirYuwwam,N,,,,,	o
நடைபெறும்	V_VM_VF	B-VGF	natEpeVrYu,V,FUTURE,,,,RP	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
அறிவிக்கப்பட்டுள்ளது	V_VM_VF	B-VGF	arYivi,V,PRESENT,sg,3,n,RP-PRP	{MCL}
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்தப்	DM_DMR	B-NP	inwa,ADJ,,,,,	{NF}
போராட்டத்துக்கு	N_NN	I-NP	porAttam,N,ukku-DAT,,,,	o
ஆதரவு	N_NN	B-NP	Awaravu,N,,,,,	o
தெரிவிப்பதால்	V_VM_VNF_COND	B-VGNF	weVrivi,V,FUTURE,,,,COND	o
,	RD_PUNC	I-VGNF	&comma;,punc,,,,,	o
இதே	PR_PRP	B-NP	iwu,PN,,,,,	o
நாளில்	N_NN	I-NP	nAlY,N,il-LOC,,,,	o
மத்திய	JJ	B-NP	mawwiya,ADJ,,,,,	o
அரசைக்	N_NN	I-NP	aracu,N,E-ACC,,,,	o
கண்டித்து	V_VM_VNF_VBN	B-VGNF	kaNti,V,,,,,VBP	{/NF}
காங்கிரஸ்	N_NNP	B-NP	kAfkiras,N,,,,,	{RP}
சார்பில்	N_NN	I-NP	cArpu,N,il-LOC,,,,	o
நடைபெற	V_VM_VNF_INF	B-VGNF	natEpeVrYu,V,,,,,INF	o
இருந்த	V_VM_VNF_RP	I-VGNF	iru,V,PAST,,,,RP	o
போராட்டம்	N_NN	B-NP	porAttam,N,,,,,	{/RP}
ஏப்ரல்	N_NNP	B-NP	epral,N,,,,,	o
5-ஆம்	QT_QTO	I-NP	5,num,,sg,,,	o
தேதி	N_NN	I-NP	wewi,N,,,,,	o
நடைபெறும்	V_VM_VF	B-VGF	natEpeVrYu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தண்ணீர்	N_NN	B-NP	waNNIr,N,,,,,	{MCL}
பந்தல்	N_NN	I-NP	panwal,N,,,,,	o
:	RD_PUNC	I-NP	:,punc,,,,,,	o
சத்தியமூர்த்திபவன்	N_NN	B-NP	cawwiyamUrwwipavanY,N,,,,,	o
வாயிலில்	N_NN	I-NP	vAyil,N,il-LOC,,,,	o
காங்கிரஸ்	N_NNP	B-NP	kAfkiras,N,,,,,	o
சார்பில்	N_NN	I-NP	cArpu,N,il-LOC,,,,	o
அமைக்கப்பட்ட	V_VM_VNF_RP	B-VGNF	amE,V,PAST,,,,RP	o
தண்ணீர்	N_NN	B-NP	waNNIr,N,,,,,	o
பந்தலையும்	N_NN	I-NP	panwal,N,E-ACC,,,,	o
திருநாவுக்கரசர்	N_NNP	B-NP	wirunAvukkaracar,N,,,,m,	o
புதன்கிழமை	N_NNP	I-NP	puwanYkilYYamE,N,,,,,	o
திறந்து	V_VM_VNF_VBN	B-VGF	wirYa,V,,,,,VBP	o
வைத்தார்	V_VM_VF	I-VGF	vE,V,PAST,sg,3,c,	{/MCL}


